bucket,priority,title,author,occurrenceCount,statesCount,districtsCount,topBanStatus,matchedSlug,existingCompleteness,matchType,notes
likely_truly_missing,normal,"1001 Comics You Must Read Before You Die: The Ultimate Guide to Comic Books, Graphic Novels, and Manga","Gravett, Paul",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,1984: The Graphic Novel,"Orwell, George",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"20,000 Leagues Under the Sea (Graphic Novel)","Verne, Jules",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,47,"Mosley, Walter",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,50 Artists You Should Know,"Köster, Thomas",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,50 Paintings You Should Know,"Lowis, Kristina",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,50 Sculptures You Should Know,"Kühl, Isabel",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,50 Women Artists You Should Know,"Weidemann, Christiane",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A + E 4ever,"Merey, I.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,A Baby Doesn't Make the Man: Alternative Sources of Power and Manhood for Young Men,"Jamiolkowski, Raymond",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A Bad Boy Can Be Good for a Girl,"Stone, Tanya Lee",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,A Brief History of Manga,"McCarthy, Helen",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A Clash of Kings,"Martin, George R.R.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,A Dance with Dragons,"Martin, George R.R.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,A Feast for Crows,"Martin, George R.R.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,A Game of Thrones,"Martin, George R.R.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,"A Game of Thrones: The Graphic Novel, Vol. 1","Martin, George R.R.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"A Game of Thrones: The Graphic Novel, Vol. 2","Martin, George R.R.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"A Game of Thrones: The Graphic Novel, Vol. 3","Martin, George R.R.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,"A Game of Thrones: The Graphic Novel, Vol. 4","Martin, George R.R.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,A Gift for a Ghost,"González, Borja",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A Good Kind of Trouble,"Ramée, Lisa Moore",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A History of Art,"Perdew, Laura",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A Lesson in Vengeance,"Lee, Victoria",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A Map to the Sun,"Leong, Sloane",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,A Million Shades of Gray,"Kadohata, Cynthia",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,A Rational Explanation,"Youngblood, Tiffany",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,A Sense of the Infinite,"Smith, Hilary T.",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,A Storm of Swords,"Martin, George R.R.",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,A Story about Cancer with a Happy Ending,"Desjardins, India",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Ace of Spades,"Àbíké-Íyímídé, Faridah",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Adventures of a Kid Magician,"Flom, Justin",1,1,1,Banned in Libraries and Classrooms,,,missing,
likely_truly_missing,normal,African Art: An Introduction,"Willett, Frank",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,After,"Efaw, Amy",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Afterward,"Mathieu, Jennifer",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Afterworlds,"Westerfeld, Scott",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Alan Moore's America's Best Comics,"Moore, Alan",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Aleutian Sparrow,"Hesse, Karen",1,1,1,Banned in Libraries,,,missing,
likely_truly_missing,normal,All American Boys,"Reynolds, Jason",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages,"Mitchell, Saundra",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,All the Bad Apples,"Fowley-Doyle, Moïra",1,1,1,Banned Pending Investigation,,,missing,
likely_truly_missing,normal,Alt Ed,"Atkins, Catherine",1,1,1,Banned Pending Investigation,,,missing,
